order_id,fecha_pedido,producto_categoria,zona_destino,carrier,peso_kg,valor_mercaderia,costo_envio,dias_prometidos,estado,dias_reales,entrega_a_tiempo,fecha_entrega,mes,trimestre,semana
ORD-02996,2024-03-13 08:34:45.537107,Ferretería,Córdoba,Correo Argentino,3.26,140.74,427.2,3,Entregado,4,False,2024-03-17 08:34:45.537107,3,1,11
ORD-02997,2024-03-13 12:05:02.460492,Farmacia,CABA,Correo Argentino,4.05,452.73,2381.84,1,En tránsito,1,True,2024-03-14 12:05:02.460492,3,1,11
ORD-02998,2024-03-13 15:35:19.383876,Alimentos,Córdoba,PickIt,1.74,263.85,2282.1,1,Entregado,4,False,2024-03-17 15:35:19.383876,3,1,11
ORD-02999,2024-03-13 19:05:36.307261,Indumentaria,GBA Sur,PickIt,6.58,2103.13,353.2,3,Entregado,3,True,2024-03-16 19:05:36.307261,3,1,11
ORD-03000,2024-03-13 22:35:53.230646,Ferretería,Córdoba,Correo Argentino,4.97,1205.19,864.43,5,Entregado,4,True,2024-03-17 22:35:53.230646,3,1,11
ORD-03001,2024-03-14 02:06:10.154030,Alimentos,GBA Sur,Correo Argentino,4.62,687.09,2376.14,7,Entregado,8,False,2024-03-22 02:06:10.154030,3,1,11
ORD-03002,2024-03-14 05:36:27.077415,Farmacia,GBA Sur,OCA,1.84,1232.9,379.57,3,Entregado,1,True,2024-03-15 05:36:27.077415,3,1,11
ORD-03003,2024-03-14 09:06:44.000800,Electrónica,CABA,OCA,0.11,477.74,372.3,5,En tránsito,6,False,2024-03-20 09:06:44.000800,3,1,11
ORD-03004,2024-03-14 12:37:00.924184,Farmacia,GBA Norte,Rappi Envíos,2.03,1513.02,352.11,5,Entregado,6,False,2024-03-20 12:37:00.924184,3,1,11
ORD-03005,2024-03-14 16:07:17.847569,Indumentaria,CABA,PickIt,6.86,1014.63,2444.72,5,Entregado,5,True,2024-03-19 16:07:17.847569,3,1,11
ORD-03006,2024-03-14 19:37:34.770954,Ferretería,Rosario,PickIt,0.63,10731.02,1896.31,5,Entregado,7,False,2024-03-21 19:37:34.770954,3,1,11
ORD-03007,2024-03-14 23:07:51.694338,Ferretería,Rosario,Correo Argentino,12.15,5616.78,654.04,3,Entregado,5,False,2024-03-19 23:07:51.694338,3,1,11
ORD-03008,2024-03-15 02:38:08.617723,Indumentaria,Córdoba,Correo Argentino,4.95,2808.93,257.98,3,Entregado,4,False,2024-03-19 02:38:08.617723,3,1,11
ORD-03009,2024-03-15 06:08:25.541108,Alimentos,GBA Sur,Rappi Envíos,3.71,1468.98,2418.32,2,Entregado,2,True,2024-03-17 06:08:25.541108,3,1,11
ORD-03010,2024-03-15 09:38:42.464492,Alimentos,GBA Oeste,PickIt,3.39,1669.63,1149.9,5,Entregado,5,True,2024-03-20 09:38:42.464492,3,1,11
ORD-03011,2024-03-15 13:08:59.387877,Ferretería,GBA Oeste,OCA,2.65,3792.91,1556.18,1,Entregado,1,True,2024-03-16 13:08:59.387877,3,1,11
ORD-03012,2024-03-15 16:39:16.311262,Ferretería,GBA Sur,Andreani,3.83,1462.85,806.11,2,Entregado,1,True,2024-03-16 16:39:16.311262,3,1,11
ORD-03013,2024-03-15 20:09:33.234646,Electrónica,CABA,Rappi Envíos,1.64,1555.68,1932.15,3,Entregado,3,True,2024-03-18 20:09:33.234646,3,1,11
ORD-03014,2024-03-15 23:39:50.158031,Alimentos,GBA Norte,Andreani,5.6,616.17,612.49,7,Entregado,7,True,2024-03-22 23:39:50.158031,3,1,11
ORD-03015,2024-03-16 03:10:07.081416,Indumentaria,CABA,OCA,3.58,551.52,1999.24,5,Entregado,5,True,2024-03-21 03:10:07.081416,3,1,11
ORD-03016,2024-03-16 06:40:24.004800,Alimentos,GBA Sur,OCA,4.43,985.12,691.92,3,Entregado,2,True,2024-03-18 06:40:24.004800,3,1,11
ORD-03017,2024-03-16 10:10:40.928185,Electrónica,GBA Sur,Andreani,4.72,80.26,380.09,5,Entregado,3,True,2024-03-19 10:10:40.928185,3,1,11
ORD-03018,2024-03-16 13:40:57.851570,Ferretería,GBA Norte,Rappi Envíos,0.29,1065.22,1275.23,7,Entregado,9,False,2024-03-25 13:40:57.851570,3,1,11
ORD-03019,2024-03-16 17:11:14.774954,Ferretería,Córdoba,Andreani,0.17,860.78,2061.06,3,Entregado,2,True,2024-03-18 17:11:14.774954,3,1,11
ORD-03020,2024-03-16 20:41:31.698339,Electrónica,Córdoba,Rappi Envíos,4.84,2641.31,1054.43,3,Cancelado,5,False,2024-03-21 20:41:31.698339,3,1,11
ORD-03021,2024-03-17 00:11:48.621724,Indumentaria,GBA Norte,Rappi Envíos,0.9,3731.76,217.85,3,Devuelto,2,True,2024-03-19 00:11:48.621724,3,1,11
ORD-03022,2024-03-17 03:42:05.545109,Ferretería,Córdoba,Correo Argentino,2.62,14348.93,1450.28,2,Entregado,3,False,2024-03-20 03:42:05.545109,3,1,11
ORD-03023,2024-03-17 07:12:22.468493,Farmacia,GBA Oeste,PickIt,1.76,1957.73,1749.11,7,Entregado,8,False,2024-03-25 07:12:22.468493,3,1,11
ORD-03024,2024-03-17 10:42:39.391878,Ferretería,Córdoba,PickIt,0.1,1276.69,1890.63,5,Demorado,5,True,2024-03-22 10:42:39.391878,3,1,11
ORD-03025,2024-03-17 14:12:56.315263,Farmacia,Córdoba,OCA,0.12,622.57,1094.52,5,Entregado,4,True,2024-03-21 14:12:56.315263,3,1,11
ORD-03026,2024-03-17 17:43:13.238647,Electrónica,Córdoba,Correo Argentino,5.27,384.16,378.0,3,Entregado,5,False,2024-03-22 17:43:13.238647,3,1,11
ORD-03027,2024-03-17 21:13:30.162032,Electrónica,GBA Oeste,PickIt,2.81,2735.88,1523.17,7,Devuelto,8,False,2024-03-25 21:13:30.162032,3,1,11
ORD-03028,2024-03-18 00:43:47.085417,Ferretería,Córdoba,Rappi Envíos,2.23,1066.94,924.44,2,Entregado,3,False,2024-03-21 00:43:47.085417,3,1,12
ORD-03029,2024-03-18 04:14:04.008801,Alimentos,Rosario,Rappi Envíos,8.67,1677.26,2375.19,2,Entregado,4,False,2024-03-22 04:14:04.008801,3,1,12
ORD-03030,2024-03-18 07:44:20.932186,Farmacia,GBA Oeste,Andreani,0.57,1117.19,1331.37,2,En tránsito,2,True,2024-03-20 07:44:20.932186,3,1,12
ORD-03031,2024-03-18 11:14:37.855571,Indumentaria,GBA Norte,Andreani,0.9,1146.73,1259.83,5,Entregado,5,True,2024-03-23 11:14:37.855571,3,1,12
ORD-03032,2024-03-18 14:44:54.778955,Ferretería,CABA,Rappi Envíos,4.24,1365.42,876.64,5,Devuelto,4,True,2024-03-22 14:44:54.778955,3,1,12
ORD-03033,2024-03-18 18:15:11.702340,Indumentaria,GBA Norte,Rappi Envíos,4.48,1672.51,946.15,3,Entregado,1,True,2024-03-19 18:15:11.702340,3,1,12
ORD-03034,2024-03-18 21:45:28.625725,Ferretería,CABA,Andreani,1.56,2809.38,1354.97,3,Entregado,3,True,2024-03-21 21:45:28.625725,3,1,12
ORD-03035,2024-03-19 01:15:45.549109,Alimentos,GBA Norte,PickIt,9.05,319.8,870.66,2,En tránsito,1,True,2024-03-20 01:15:45.549109,3,1,12
ORD-03036,2024-03-19 04:46:02.472494,Alimentos,Rosario,OCA,8.35,1970.58,2246.92,1,Entregado,2,False,2024-03-21 04:46:02.472494,3,1,12
ORD-03037,2024-03-19 08:16:19.395879,Alimentos,CABA,Andreani,0.1,302.43,1181.69,2,Entregado,1,True,2024-03-20 08:16:19.395879,3,1,12
ORD-03038,2024-03-19 11:46:36.319263,Alimentos,CABA,PickIt,0.57,2211.49,836.25,3,Entregado,1,True,2024-03-20 11:46:36.319263,3,1,12
ORD-03039,2024-03-19 15:16:53.242648,Electrónica,GBA Sur,PickIt,5.15,1510.55,515.18,5,Entregado,5,True,2024-03-24 15:16:53.242648,3,1,12
ORD-03040,2024-03-19 18:47:10.166033,Electrónica,CABA,PickIt,1.22,1015.76,1730.02,5,Devuelto,4,True,2024-03-23 18:47:10.166033,3,1,12
ORD-03041,2024-03-19 22:17:27.089417,Farmacia,CABA,Correo Argentino,0.3,1056.25,210.6,2,Entregado,4,False,2024-03-23 22:17:27.089417,3,1,12
ORD-03042,2024-03-20 01:47:44.012802,Indumentaria,GBA Sur,Correo Argentino,4.61,1257.54,1207.49,1,Entregado,1,True,2024-03-21 01:47:44.012802,3,1,12
ORD-03043,2024-03-20 05:18:00.936187,Ferretería,Córdoba,PickIt,1.82,3264.9,1442.79,5,Entregado,4,True,2024-03-24 05:18:00.936187,3,1,12
ORD-03044,2024-03-20 08:48:17.859571,Ferretería,Córdoba,Rappi Envíos,2.03,2988.28,948.49,1,Entregado,1,True,2024-03-21 08:48:17.859571,3,1,12
ORD-03045,2024-03-20 12:18:34.782956,Electrónica,GBA Sur,Correo Argentino,0.62,2658.19,1912.07,3,Entregado,4,False,2024-03-24 12:18:34.782956,3,1,12
ORD-03046,2024-03-20 15:48:51.706341,Ferretería,GBA Oeste,Andreani,3.24,285.32,1737.8,1,Entregado,1,True,2024-03-21 15:48:51.706341,3,1,12
ORD-03047,2024-03-20 19:19:08.629725,Electrónica,CABA,Correo Argentino,2.4,1951.22,2432.79,3,Entregado,4,False,2024-03-24 19:19:08.629725,3,1,12
ORD-03048,2024-03-20 22:49:25.553110,Farmacia,CABA,Rappi Envíos,0.69,99.71,1345.6,3,Entregado,1,True,2024-03-21 22:49:25.553110,3,1,12
ORD-03049,2024-03-21 02:19:42.476495,Indumentaria,GBA Sur,OCA,1.25,130.23,1413.86,2,Entregado,1,True,2024-03-22 02:19:42.476495,3,1,12
ORD-03050,2024-03-21 05:49:59.399879,Farmacia,GBA Sur,Correo Argentino,2.73,3374.28,727.72,3,En tránsito,3,True,2024-03-24 05:49:59.399879,3,1,12
ORD-03051,2024-03-21 09:20:16.323264,Alimentos,GBA Oeste,PickIt,7.77,258.03,1055.89,3,Entregado,6,False,2024-03-27 09:20:16.323264,3,1,12
ORD-03052,2024-03-21 12:50:33.246649,Alimentos,Rosario,PickIt,7.59,916.79,213.12,2,En tránsito,3,False,2024-03-24 12:50:33.246649,3,1,12
ORD-03053,2024-03-21 16:20:50.170034,Alimentos,Córdoba,PickIt,1.02,4466.42,1769.8,5,En tránsito,4,True,2024-03-25 16:20:50.170034,3,1,12
ORD-03054,2024-03-21 19:51:07.093418,Farmacia,GBA Norte,OCA,3.99,1966.02,882.31,5,Entregado,5,True,2024-03-26 19:51:07.093418,3,1,12
ORD-03055,2024-03-21 23:21:24.016803,Ferretería,Rosario,Rappi Envíos,4.48,1587.63,1419.86,2,Demorado,3,False,2024-03-24 23:21:24.016803,3,1,12
ORD-03056,2024-03-22 02:51:40.940188,Indumentaria,Córdoba,Andreani,4.96,1038.55,749.23,2,Entregado,1,True,2024-03-23 02:51:40.940188,3,1,12
ORD-03057,2024-03-22 06:21:57.863572,Alimentos,CABA,Rappi Envíos,2.54,1243.76,1609.44,1,En tránsito,1,True,2024-03-23 06:21:57.863572,3,1,12
ORD-03058,2024-03-22 09:52:14.786957,Alimentos,Rosario,OCA,0.1,586.88,1201.82,3,Entregado,3,True,2024-03-25 09:52:14.786957,3,1,12
ORD-03059,2024-03-22 13:22:31.710342,Alimentos,GBA Sur,PickIt,4.3,678.86,1282.37,5,Entregado,8,False,2024-03-30 13:22:31.710342,3,1,12
ORD-03060,2024-03-22 16:52:48.633726,Indumentaria,GBA Oeste,Rappi Envíos,0.34,1195.67,2365.13,2,Devuelto,2,True,2024-03-24 16:52:48.633726,3,1,12
ORD-03061,2024-03-22 20:23:05.557111,Alimentos,Córdoba,Andreani,0.37,1383.55,1809.48,3,Devuelto,6,False,2024-03-28 20:23:05.557111,3,1,12
ORD-03062,2024-03-22 23:53:22.480496,Indumentaria,GBA Oeste,PickIt,2.79,936.51,765.46,2,Entregado,1,True,2024-03-23 23:53:22.480496,3,1,12
ORD-03063,2024-03-23 03:23:39.403880,Alimentos,Córdoba,Andreani,12.32,117.18,1334.22,3,Entregado,5,False,2024-03-28 03:23:39.403880,3,1,12
ORD-03064,2024-03-23 06:53:56.327265,Farmacia,Rosario,Correo Argentino,0.83,5244.18,1246.68,1,Demorado,1,True,2024-03-24 06:53:56.327265,3,1,12
ORD-03065,2024-03-23 10:24:13.250650,Farmacia,CABA,Andreani,3.11,2799.75,2018.37,7,Entregado,7,True,2024-03-30 10:24:13.250650,3,1,12
ORD-03066,2024-03-23 13:54:30.174034,Indumentaria,GBA Norte,PickIt,1.09,894.22,2108.38,3,Entregado,2,True,2024-03-25 13:54:30.174034,3,1,12
ORD-03067,2024-03-23 17:24:47.097419,Farmacia,GBA Oeste,Correo Argentino,6.87,2888.31,816.09,2,Entregado,2,True,2024-03-25 17:24:47.097419,3,1,12
ORD-03068,2024-03-23 20:55:04.020804,Indumentaria,GBA Oeste,PickIt,2.7,766.22,2079.71,5,En tránsito,6,False,2024-03-29 20:55:04.020804,3,1,12
ORD-03069,2024-03-24 00:25:20.944188,Farmacia,GBA Norte,PickIt,0.7,1506.49,571.83,2,Demorado,3,False,2024-03-27 00:25:20.944188,3,1,12
ORD-03070,2024-03-24 03:55:37.867573,Farmacia,GBA Oeste,Correo Argentino,0.91,160.26,1942.51,1,Devuelto,1,True,2024-03-25 03:55:37.867573,3,1,12
ORD-03071,2024-03-24 07:25:54.790958,Indumentaria,GBA Oeste,Andreani,1.7,1417.62,734.64,7,Entregado,10,False,2024-04-03 07:25:54.790958,3,1,12
ORD-03072,2024-03-24 10:56:11.714342,Ferretería,Córdoba,OCA,0.39,827.71,850.14,2,Entregado,3,False,2024-03-27 10:56:11.714342,3,1,12
ORD-03073,2024-03-24 14:26:28.637727,Farmacia,Córdoba,OCA,0.25,1363.84,2153.3,7,Entregado,8,False,2024-04-01 14:26:28.637727,3,1,12
ORD-03074,2024-03-24 17:56:45.561112,Alimentos,GBA Norte,OCA,3.42,6062.57,1137.18,3,En tránsito,3,True,2024-03-27 17:56:45.561112,3,1,12
ORD-03075,2024-03-24 21:27:02.484496,Ferretería,CABA,OCA,1.57,1076.98,2477.83,7,Entregado,8,False,2024-04-01 21:27:02.484496,3,1,12
ORD-03076,2024-03-25 00:57:19.407881,Indumentaria,Rosario,Rappi Envíos,3.89,694.01,507.07,5,Entregado,6,False,2024-03-31 00:57:19.407881,3,1,13
ORD-03077,2024-03-25 04:27:36.331266,Ferretería,Rosario,OCA,0.35,701.76,1238.87,2,Entregado,1,True,2024-03-26 04:27:36.331266,3,1,13
ORD-03078,2024-03-25 07:57:53.254650,Electrónica,GBA Oeste,Correo Argentino,2.82,266.1,1871.26,5,Entregado,6,False,2024-03-31 07:57:53.254650,3,1,13
ORD-03079,2024-03-25 11:28:10.178035,Electrónica,CABA,OCA,1.76,1642.95,162.61,2,Entregado,1,True,2024-03-26 11:28:10.178035,3,1,13
ORD-03080,2024-03-25 14:58:27.101420,Farmacia,GBA Norte,PickIt,0.18,1871.38,506.86,3,Entregado,4,False,2024-03-29 14:58:27.101420,3,1,13
ORD-03081,2024-03-25 18:28:44.024804,Farmacia,GBA Norte,OCA,2.36,1170.77,197.84,3,En tránsito,5,False,2024-03-30 18:28:44.024804,3,1,13
ORD-03082,2024-03-25 21:59:00.948189,Alimentos,Córdoba,Andreani,0.26,2751.52,2483.26,5,Entregado,5,True,2024-03-30 21:59:00.948189,3,1,13
ORD-03083,2024-03-26 01:29:17.871574,Ferretería,GBA Oeste,Correo Argentino,5.28,2777.78,1937.47,5,Entregado,4,True,2024-03-30 01:29:17.871574,3,1,13
ORD-03084,2024-03-26 04:59:34.794958,Electrónica,GBA Sur,Correo Argentino,3.0,1175.95,1027.86,5,Entregado,2,True,2024-03-28 04:59:34.794958,3,1,13
ORD-03085,2024-03-26 08:29:51.718343,Farmacia,GBA Norte,Rappi Envíos,2.44,1969.42,517.27,5,Entregado,5,True,2024-03-31 08:29:51.718343,3,1,13
ORD-03086,2024-03-26 12:00:08.641728,Ferretería,GBA Oeste,PickIt,0.43,9630.41,362.4,5,Entregado,6,False,2024-04-01 12:00:08.641728,3,1,13
ORD-03087,2024-03-26 15:30:25.565113,Farmacia,CABA,Correo Argentino,1.02,482.0,1399.98,3,En tránsito,3,True,2024-03-29 15:30:25.565113,3,1,13
ORD-03088,2024-03-26 19:00:42.488497,Farmacia,Córdoba,Andreani,2.04,2375.98,2443.34,5,Demorado,6,False,2024-04-01 19:00:42.488497,3,1,13
ORD-03089,2024-03-26 22:30:59.411882,Electrónica,Rosario,OCA,3.01,1196.1,1735.34,5,Entregado,5,True,2024-03-31 22:30:59.411882,3,1,13
ORD-03090,2024-03-27 02:01:16.335267,Electrónica,CABA,Correo Argentino,0.61,3120.49,1008.08,5,Entregado,6,False,2024-04-02 02:01:16.335267,3,1,13
ORD-03091,2024-03-27 05:31:33.258651,Farmacia,GBA Norte,Andreani,0.1,495.97,1327.0,7,Entregado,5,True,2024-04-01 05:31:33.258651,3,1,13
ORD-03092,2024-03-27 09:01:50.182036,Indumentaria,GBA Norte,OCA,1.27,1339.8,2497.42,2,Entregado,1,True,2024-03-28 09:01:50.182036,3,1,13
ORD-03093,2024-03-27 12:32:07.105421,Farmacia,CABA,Rappi Envíos,1.98,555.8,1369.1,3,Entregado,1,True,2024-03-28 12:32:07.105421,3,1,13
ORD-03094,2024-03-27 16:02:24.028805,Farmacia,GBA Norte,Correo Argentino,0.61,187.36,2415.87,5,Entregado,4,True,2024-03-31 16:02:24.028805,3,1,13
ORD-03095,2024-03-27 19:32:40.952190,Alimentos,GBA Oeste,Correo Argentino,2.03,4466.62,188.45,1,Devuelto,1,True,2024-03-28 19:32:40.952190,3,1,13
ORD-03096,2024-03-27 23:02:57.875575,Alimentos,GBA Norte,Andreani,1.24,710.19,1844.26,3,Demorado,1,True,2024-03-28 23:02:57.875575,3,1,13
ORD-03097,2024-03-28 02:33:14.798959,Alimentos,Córdoba,PickIt,1.82,472.25,1623.83,5,Demorado,5,True,2024-04-02 02:33:14.798959,3,1,13
ORD-03098,2024-03-28 06:03:31.722344,Indumentaria,GBA Oeste,Rappi Envíos,1.28,615.91,1760.53,1,Devuelto,2,False,2024-03-30 06:03:31.722344,3,1,13
ORD-03099,2024-03-28 09:33:48.645729,Indumentaria,GBA Sur,PickIt,2.97,6798.38,1490.83,7,Entregado,7,True,2024-04-04 09:33:48.645729,3,1,13
ORD-03100,2024-03-28 13:04:05.569113,Farmacia,GBA Norte,Correo Argentino,0.13,4066.46,253.82,7,Entregado,8,False,2024-04-05 13:04:05.569113,3,1,13
ORD-03101,2024-03-28 16:34:22.492498,Alimentos,GBA Norte,PickIt,0.56,881.66,501.48,2,Entregado,3,False,2024-03-31 16:34:22.492498,3,1,13
ORD-03102,2024-03-28 20:04:39.415883,Indumentaria,Córdoba,OCA,1.7,2595.08,2317.29,5,Entregado,5,True,2024-04-02 20:04:39.415883,3,1,13
ORD-03103,2024-03-28 23:34:56.339267,Electrónica,Córdoba,Rappi Envíos,1.32,374.13,697.37,2,Entregado,2,True,2024-03-30 23:34:56.339267,3,1,13
ORD-03104,2024-03-29 03:05:13.262652,Farmacia,Rosario,PickIt,1.49,1851.11,2483.4,5,Demorado,4,True,2024-04-02 03:05:13.262652,3,1,13
ORD-03105,2024-03-29 06:35:30.186037,Ferretería,CABA,OCA,4.89,712.97,1747.03,3,Entregado,3,True,2024-04-01 06:35:30.186037,3,1,13
ORD-03106,2024-03-29 10:05:47.109421,Farmacia,CABA,Andreani,6.52,1696.12,1194.23,5,Entregado,9,False,2024-04-07 10:05:47.109421,3,1,13
ORD-03107,2024-03-29 13:36:04.032806,Ferretería,CABA,PickIt,0.86,277.61,2312.11,2,Entregado,1,True,2024-03-30 13:36:04.032806,3,1,13
ORD-03108,2024-03-29 17:06:20.956191,Alimentos,Córdoba,Rappi Envíos,5.43,604.78,2018.22,3,Entregado,5,False,2024-04-03 17:06:20.956191,3,1,13
ORD-03109,2024-03-29 20:36:37.879575,Ferretería,CABA,OCA,1.84,1315.42,1158.07,5,Entregado,4,True,2024-04-02 20:36:37.879575,3,1,13
ORD-03110,2024-03-30 00:06:54.802960,Alimentos,CABA,PickIt,0.96,1301.58,311.19,2,Cancelado,4,False,2024-04-03 00:06:54.802960,3,1,13
ORD-03111,2024-03-30 03:37:11.726345,Electrónica,GBA Sur,Andreani,12.69,253.96,2190.52,5,Entregado,5,True,2024-04-04 03:37:11.726345,3,1,13
ORD-03112,2024-03-30 07:07:28.649729,Ferretería,CABA,PickIt,5.23,414.95,1947.84,7,Entregado,6,True,2024-04-05 07:07:28.649729,3,1,13
ORD-03113,2024-03-30 10:37:45.573114,Farmacia,GBA Norte,OCA,15.48,1674.74,2008.23,3,Cancelado,2,True,2024-04-01 10:37:45.573114,3,1,13
ORD-03114,2024-03-30 14:08:02.496499,Alimentos,Rosario,PickIt,0.55,1489.24,1900.42,5,Entregado,7,False,2024-04-06 14:08:02.496499,3,1,13
ORD-03115,2024-03-30 17:38:19.419883,Farmacia,Córdoba,Rappi Envíos,0.47,2112.19,798.02,3,Entregado,6,False,2024-04-05 17:38:19.419883,3,1,13
ORD-03116,2024-03-30 21:08:36.343268,Indumentaria,GBA Oeste,Correo Argentino,2.1,1326.37,2168.29,3,Entregado,4,False,2024-04-03 21:08:36.343268,3,1,13
ORD-03117,2024-03-31 00:38:53.266653,Alimentos,Rosario,OCA,3.05,382.53,155.25,1,Entregado,1,True,2024-04-01 00:38:53.266653,3,1,13
ORD-03118,2024-03-31 04:09:10.190038,Ferretería,GBA Sur,OCA,0.56,769.82,707.6,3,Devuelto,4,False,2024-04-04 04:09:10.190038,3,1,13
ORD-03119,2024-03-31 07:39:27.113422,Alimentos,Córdoba,OCA,5.91,1865.01,259.42,3,Entregado,6,False,2024-04-06 07:39:27.113422,3,1,13
ORD-03120,2024-03-31 11:09:44.036807,Farmacia,Córdoba,OCA,2.28,402.75,409.9,3,Entregado,4,False,2024-04-04 11:09:44.036807,3,1,13
ORD-03121,2024-03-31 14:40:00.960192,Electrónica,GBA Norte,PickIt,1.59,355.66,1401.09,2,Entregado,2,True,2024-04-02 14:40:00.960192,3,1,13
ORD-03122,2024-03-31 18:10:17.883576,Alimentos,Rosario,Rappi Envíos,2.76,809.99,237.55,2,Entregado,1,True,2024-04-01 18:10:17.883576,3,1,13
ORD-03123,2024-03-31 21:40:34.806961,Ferretería,Rosario,Andreani,3.02,1438.63,576.25,5,Entregado,7,False,2024-04-07 21:40:34.806961,3,1,13
ORD-03124,2024-04-01 01:10:51.730346,Indumentaria,CABA,Rappi Envíos,0.13,173.67,696.94,2,Entregado,1,True,2024-04-02 01:10:51.730346,4,2,14
ORD-03125,2024-04-01 04:41:08.653730,Electrónica,GBA Norte,OCA,27.42,860.5,1690.05,3,Entregado,2,True,2024-04-03 04:41:08.653730,4,2,14
ORD-03126,2024-04-01 08:11:25.577115,Indumentaria,CABA,PickIt,1.36,1841.91,1251.73,2,Entregado,3,False,2024-04-04 08:11:25.577115,4,2,14
ORD-03127,2024-04-01 11:41:42.500500,Alimentos,CABA,PickIt,0.19,2242.53,1227.27,3,Entregado,4,False,2024-04-05 11:41:42.500500,4,2,14
ORD-03128,2024-04-01 15:11:59.423884,Farmacia,Córdoba,OCA,5.74,401.91,1955.82,7,Entregado,6,True,2024-04-07 15:11:59.423884,4,2,14
ORD-03129,2024-04-01 18:42:16.347269,Farmacia,Rosario,PickIt,14.89,1590.72,1223.3,5,Demorado,4,True,2024-04-05 18:42:16.347269,4,2,14
ORD-03130,2024-04-01 22:12:33.270654,Ferretería,CABA,OCA,5.08,2962.22,968.95,2,Entregado,2,True,2024-04-03 22:12:33.270654,4,2,14
ORD-03131,2024-04-02 01:42:50.194038,Farmacia,GBA Sur,Rappi Envíos,5.73,2011.64,2411.76,3,Entregado,5,False,2024-04-07 01:42:50.194038,4,2,14
ORD-03132,2024-04-02 05:13:07.117423,Electrónica,GBA Sur,Correo Argentino,2.95,726.4,169.49,7,Entregado,6,True,2024-04-08 05:13:07.117423,4,2,14
ORD-03133,2024-04-02 08:43:24.040808,Farmacia,Rosario,PickIt,7.67,100.97,867.67,5,Entregado,5,True,2024-04-07 08:43:24.040808,4,2,14
ORD-03134,2024-04-02 12:13:40.964192,Ferretería,GBA Sur,OCA,0.11,1351.99,1582.07,2,Entregado,1,True,2024-04-03 12:13:40.964192,4,2,14
ORD-03135,2024-04-02 15:43:57.887577,Alimentos,Córdoba,OCA,4.37,5316.47,1989.6,5,Entregado,8,False,2024-04-10 15:43:57.887577,4,2,14
ORD-03136,2024-04-02 19:14:14.810962,Alimentos,GBA Norte,PickIt,3.33,2500.04,2068.57,2,Entregado,3,False,2024-04-05 19:14:14.810962,4,2,14
ORD-03137,2024-04-02 22:44:31.734346,Farmacia,GBA Oeste,Andreani,0.15,2332.24,258.27,3,Entregado,1,True,2024-04-03 22:44:31.734346,4,2,14
ORD-03138,2024-04-03 02:14:48.657731,Indumentaria,CABA,OCA,2.36,1297.87,1816.46,1,Entregado,3,False,2024-04-06 02:14:48.657731,4,2,14
ORD-03139,2024-04-03 05:45:05.581116,Alimentos,GBA Oeste,PickIt,2.17,2688.62,1842.6,7,Demorado,12,False,2024-04-15 05:45:05.581116,4,2,14
ORD-03140,2024-04-03 09:15:22.504500,Farmacia,GBA Norte,OCA,3.53,1485.12,653.09,5,En tránsito,2,True,2024-04-05 09:15:22.504500,4,2,14
ORD-03141,2024-04-03 12:45:39.427885,Ferretería,GBA Norte,Andreani,0.24,191.28,415.02,2,Entregado,2,True,2024-04-05 12:45:39.427885,4,2,14
ORD-03142,2024-04-03 16:15:56.351270,Farmacia,Córdoba,Correo Argentino,4.91,2674.66,1911.76,3,Entregado,1,True,2024-04-04 16:15:56.351270,4,2,14
ORD-03143,2024-04-03 19:46:13.274654,Alimentos,GBA Sur,Andreani,0.45,463.53,736.33,2,Entregado,1,True,2024-04-04 19:46:13.274654,4,2,14
ORD-03144,2024-04-03 23:16:30.198039,Ferretería,GBA Sur,Rappi Envíos,1.63,1172.9,153.93,1,Entregado,1,True,2024-04-04 23:16:30.198039,4,2,14
ORD-03145,2024-04-04 02:46:47.121424,Farmacia,GBA Norte,PickIt,6.39,2296.63,675.4,3,En tránsito,5,False,2024-04-09 02:46:47.121424,4,2,14
ORD-03146,2024-04-04 06:17:04.044808,Electrónica,Córdoba,Andreani,2.47,518.44,223.01,3,Entregado,3,True,2024-04-07 06:17:04.044808,4,2,14
ORD-03147,2024-04-04 09:47:20.968193,Ferretería,Córdoba,Correo Argentino,1.43,409.34,735.59,1,Entregado,3,False,2024-04-07 09:47:20.968193,4,2,14
ORD-03148,2024-04-04 13:17:37.891578,Electrónica,Rosario,OCA,0.15,1767.23,937.3,3,Entregado,4,False,2024-04-08 13:17:37.891578,4,2,14
ORD-03149,2024-04-04 16:47:54.814962,Indumentaria,CABA,PickIt,3.35,360.13,787.79,3,Entregado,5,False,2024-04-09 16:47:54.814962,4,2,14
ORD-03150,2024-04-04 20:18:11.738347,Ferretería,GBA Sur,Andreani,12.93,904.34,2311.85,3,Entregado,1,True,2024-04-05 20:18:11.738347,4,2,14
ORD-03151,2024-04-04 23:48:28.661732,Electrónica,GBA Norte,Correo Argentino,7.28,3389.28,696.45,2,Entregado,1,True,2024-04-05 23:48:28.661732,4,2,14
ORD-03152,2024-04-05 03:18:45.585117,Alimentos,Rosario,Andreani,3.79,5577.48,1248.71,1,Entregado,1,True,2024-04-06 03:18:45.585117,4,2,14
ORD-03153,2024-04-05 06:49:02.508501,Alimentos,GBA Oeste,Rappi Envíos,0.33,184.63,2399.95,2,Entregado,1,True,2024-04-06 06:49:02.508501,4,2,14
