order_id,fecha_pedido,fecha_entrega,mes,trimestre,semana_año,producto_categoria,zona_destino,carrier,estado,peso_kg,valor_mercaderia,costo_envio,costo_por_kg,costo_pct_valor,dias_prometidos,dias_reales,demora_dias,entrega_a_tiempo,es_devolucion
ORD-01927,2023-10-09 06:03:14.438887,2023-10-14 06:03:14.438887,10,4,2023-W41,Farmacia,GBA Oeste,Rappi Envíos,Devuelto,0.65,694.59,1048.95,1613.77,151.02,5,5,0,True,True
ORD-01928,2023-10-09 09:33:31.362272,2023-10-11 09:33:31.362272,10,4,2023-W41,Alimentos,Córdoba,Andreani,Entregado,0.61,727.07,1819.15,2982.21,250.2,3,2,-1,True,False
ORD-01929,2023-10-09 13:03:48.285657,2023-10-13 13:03:48.285657,10,4,2023-W41,Indumentaria,GBA Oeste,Correo Argentino,Entregado,1.02,480.23,1734.91,1700.89,361.27,3,4,1,False,False
ORD-01930,2023-10-09 16:34:05.209041,2023-10-15 16:34:05.209041,10,4,2023-W41,Farmacia,GBA Sur,Rappi Envíos,Entregado,0.86,2467.62,755.16,878.09,30.6,7,6,-1,True,False
ORD-01931,2023-10-09 20:04:22.132426,2023-10-10 20:04:22.132426,10,4,2023-W41,Ferretería,GBA Norte,Rappi Envíos,Entregado,3.46,429.99,2308.81,667.29,536.95,3,1,-2,True,False
ORD-01932,2023-10-09 23:34:39.055811,2023-10-14 23:34:39.055811,10,4,2023-W41,Farmacia,GBA Norte,OCA,En tránsito,0.62,8869.23,1474.25,2377.82,16.62,5,5,0,True,False
ORD-01933,2023-10-10 03:04:55.979195,2023-10-18 03:04:55.979195,10,4,2023-W41,Ferretería,Córdoba,Rappi Envíos,En tránsito,2.35,444.56,984.94,419.12,221.55,5,8,3,False,False
ORD-01934,2023-10-10 06:35:12.902580,2023-10-12 06:35:12.902580,10,4,2023-W41,Alimentos,GBA Norte,Correo Argentino,En tránsito,12.9,3725.31,536.24,41.57,14.39,3,2,-1,True,False
ORD-01935,2023-10-10 10:05:29.825965,2023-10-14 10:05:29.825965,10,4,2023-W41,Farmacia,GBA Norte,PickIt,Entregado,1.7,3745.46,1262.63,742.72,33.71,5,4,-1,True,False
ORD-01936,2023-10-10 13:35:46.749349,2023-10-13 13:35:46.749349,10,4,2023-W41,Ferretería,CABA,Correo Argentino,Entregado,3.08,2047.46,1865.77,605.77,91.13,2,3,1,False,False
ORD-01937,2023-10-10 17:06:03.672734,2023-10-17 17:06:03.672734,10,4,2023-W41,Alimentos,Córdoba,Andreani,Entregado,10.46,5544.56,1615.55,154.45,29.14,5,7,2,False,False
ORD-01938,2023-10-10 20:36:20.596119,2023-10-16 20:36:20.596119,10,4,2023-W41,Indumentaria,Córdoba,Rappi Envíos,Entregado,0.44,901.23,1858.57,4224.02,206.23,3,6,3,False,False
ORD-01939,2023-10-11 00:06:37.519503,2023-10-15 00:06:37.519503,10,4,2023-W41,Ferretería,GBA Norte,Rappi Envíos,En tránsito,1.63,1246.72,2010.64,1233.52,161.27,5,4,-1,True,False
ORD-01940,2023-10-11 03:36:54.442888,2023-10-14 03:36:54.442888,10,4,2023-W41,Indumentaria,GBA Norte,Rappi Envíos,Demorado,5.7,1372.55,1186.36,208.13,86.43,3,3,0,True,False
ORD-01941,2023-10-11 07:07:11.366273,2023-10-13 07:07:11.366273,10,4,2023-W41,Indumentaria,GBA Norte,Rappi Envíos,Entregado,8.08,1978.55,1372.39,169.85,69.36,5,2,-3,True,False
ORD-01942,2023-10-11 10:37:28.289657,2023-10-16 10:37:28.289657,10,4,2023-W41,Electrónica,Rosario,OCA,Devuelto,2.76,177.87,2468.09,894.24,1387.58,5,5,0,True,True
ORD-01943,2023-10-11 14:07:45.213042,2023-10-12 14:07:45.213042,10,4,2023-W41,Farmacia,GBA Sur,OCA,Entregado,0.46,986.2,2424.92,5271.57,245.89,3,1,-2,True,False
ORD-01944,2023-10-11 17:38:02.136427,2023-10-14 17:38:02.136427,10,4,2023-W41,Ferretería,GBA Oeste,PickIt,Entregado,6.95,2586.95,1124.82,161.84,43.48,3,3,0,True,False
ORD-01945,2023-10-11 21:08:19.059811,2023-10-17 21:08:19.059811,10,4,2023-W41,Indumentaria,GBA Sur,Rappi Envíos,Entregado,0.58,756.03,1760.17,3034.78,232.82,5,6,1,False,False
ORD-01946,2023-10-12 00:38:35.983196,2023-10-16 00:38:35.983196,10,4,2023-W41,Electrónica,Córdoba,Andreani,Entregado,1.31,7782.06,778.84,594.53,10.01,2,4,2,False,False
ORD-01947,2023-10-12 04:08:52.906581,2023-10-13 04:08:52.906581,10,4,2023-W41,Alimentos,CABA,PickIt,Devuelto,1.41,1246.42,508.84,360.88,40.82,1,1,0,True,True
ORD-01948,2023-10-12 07:39:09.829965,2023-10-14 07:39:09.829965,10,4,2023-W41,Ferretería,GBA Oeste,Rappi Envíos,En tránsito,1.78,1834.49,1955.74,1098.73,106.61,3,2,-1,True,False
ORD-01949,2023-10-12 11:09:26.753350,2023-10-15 11:09:26.753350,10,4,2023-W41,Indumentaria,CABA,OCA,Entregado,4.68,5171.9,1175.02,251.07,22.72,3,3,0,True,False
ORD-01950,2023-10-12 14:39:43.676735,2023-10-15 14:39:43.676735,10,4,2023-W41,Farmacia,Rosario,Andreani,Entregado,4.86,1248.17,566.07,116.48,45.35,2,3,1,False,False
ORD-01951,2023-10-12 18:10:00.600120,2023-10-15 18:10:00.600120,10,4,2023-W41,Electrónica,Córdoba,PickIt,Entregado,3.82,5088.08,1933.29,506.1,38.0,3,3,0,True,False
ORD-01952,2023-10-12 21:40:17.523504,2023-10-15 21:40:17.523504,10,4,2023-W41,Indumentaria,Rosario,Andreani,Entregado,0.1,1964.8,2300.65,23006.5,117.09,2,3,1,False,False
ORD-01953,2023-10-13 01:10:34.446889,2023-10-17 01:10:34.446889,10,4,2023-W41,Farmacia,Córdoba,Rappi Envíos,Entregado,2.5,1968.61,2343.19,937.28,119.03,2,4,2,False,False
ORD-01954,2023-10-13 04:40:51.370274,2023-10-14 04:40:51.370274,10,4,2023-W41,Indumentaria,CABA,Correo Argentino,Entregado,4.13,450.72,1551.38,375.64,344.2,2,1,-1,True,False
ORD-01955,2023-10-13 08:11:08.293658,2023-10-14 08:11:08.293658,10,4,2023-W41,Ferretería,CABA,Andreani,Entregado,1.76,3315.82,1277.16,725.66,38.52,2,1,-1,True,False
ORD-01956,2023-10-13 11:41:25.217043,2023-10-15 11:41:25.217043,10,4,2023-W41,Ferretería,CABA,Andreani,Entregado,8.7,598.01,483.39,55.56,80.83,2,2,0,True,False
ORD-01957,2023-10-13 15:11:42.140428,2023-10-15 15:11:42.140428,10,4,2023-W41,Ferretería,Córdoba,OCA,Entregado,5.21,910.16,2013.06,386.38,221.18,3,2,-1,True,False
ORD-01958,2023-10-13 18:41:59.063812,2023-10-17 18:41:59.063812,10,4,2023-W41,Electrónica,GBA Norte,Rappi Envíos,Entregado,3.05,3863.0,2371.51,777.54,61.39,2,4,2,False,False
ORD-01959,2023-10-13 22:12:15.987197,2023-10-16 22:12:15.987197,10,4,2023-W41,Ferretería,CABA,Andreani,En tránsito,0.19,759.95,2240.23,11790.68,294.79,7,3,-4,True,False
ORD-01960,2023-10-14 01:42:32.910582,2023-10-17 01:42:32.910582,10,4,2023-W41,Farmacia,Rosario,Rappi Envíos,Cancelado,3.17,1552.76,1916.69,604.63,123.44,3,3,0,True,False
ORD-01961,2023-10-14 05:12:49.833966,2023-10-15 05:12:49.833966,10,4,2023-W41,Indumentaria,GBA Oeste,OCA,Entregado,7.28,1039.12,160.74,22.08,15.47,2,1,-1,True,False
ORD-01962,2023-10-14 08:43:06.757351,2023-10-18 08:43:06.757351,10,4,2023-W41,Alimentos,Córdoba,Rappi Envíos,Entregado,1.43,1076.0,1108.21,774.97,102.99,2,4,2,False,False
ORD-01963,2023-10-14 12:13:23.680736,2023-10-22 12:13:23.680736,10,4,2023-W41,Farmacia,Rosario,OCA,Entregado,5.46,944.39,1115.18,204.25,118.08,5,8,3,False,False
ORD-01964,2023-10-14 15:43:40.604120,2023-10-15 15:43:40.604120,10,4,2023-W41,Farmacia,GBA Sur,OCA,Entregado,1.13,389.1,2251.77,1992.72,578.71,1,1,0,True,False
ORD-01965,2023-10-14 19:13:57.527505,2023-10-19 19:13:57.527505,10,4,2023-W41,Ferretería,GBA Sur,PickIt,Entregado,2.53,1891.53,304.28,120.27,16.09,7,5,-2,True,False
ORD-01966,2023-10-14 22:44:14.450890,2023-10-18 22:44:14.450890,10,4,2023-W41,Electrónica,GBA Oeste,Rappi Envíos,Demorado,3.14,2067.55,1398.37,445.34,67.63,3,4,1,False,False
ORD-01967,2023-10-15 02:14:31.374274,2023-10-16 02:14:31.374274,10,4,2023-W41,Indumentaria,GBA Norte,Correo Argentino,Demorado,3.4,612.78,469.92,138.21,76.69,3,1,-2,True,False
ORD-01968,2023-10-15 05:44:48.297659,2023-10-22 05:44:48.297659,10,4,2023-W41,Electrónica,CABA,PickIt,Entregado,6.43,704.66,1706.39,265.38,242.16,7,7,0,True,False
ORD-01969,2023-10-15 09:15:05.221044,2023-10-19 09:15:05.221044,10,4,2023-W41,Indumentaria,Córdoba,OCA,Entregado,0.8,2732.55,2011.8,2514.75,73.62,3,4,1,False,False
ORD-01970,2023-10-15 12:45:22.144428,2023-10-22 12:45:22.144428,10,4,2023-W41,Indumentaria,Rosario,Correo Argentino,Entregado,0.91,842.36,1658.6,1822.64,196.9,7,7,0,True,False
ORD-01971,2023-10-15 16:15:39.067813,2023-10-20 16:15:39.067813,10,4,2023-W41,Electrónica,CABA,Andreani,Entregado,3.65,1203.03,2017.28,552.68,167.68,7,5,-2,True,False
ORD-01972,2023-10-15 19:45:55.991198,2023-10-19 19:45:55.991198,10,4,2023-W41,Farmacia,Rosario,Andreani,Entregado,0.59,454.14,1577.62,2673.93,347.39,7,4,-3,True,False
ORD-01973,2023-10-15 23:16:12.914582,2023-10-22 23:16:12.914582,10,4,2023-W41,Indumentaria,Córdoba,PickIt,Entregado,1.87,1029.19,596.12,318.78,57.92,5,7,2,False,False
ORD-01974,2023-10-16 02:46:29.837967,2023-10-19 02:46:29.837967,10,4,2023-W42,Electrónica,GBA Sur,Correo Argentino,Entregado,0.1,456.61,1049.26,10492.6,229.79,2,3,1,False,False
ORD-01975,2023-10-16 06:16:46.761352,2023-10-17 06:16:46.761352,10,4,2023-W42,Indumentaria,CABA,Rappi Envíos,Demorado,0.46,598.86,2398.64,5214.43,400.53,2,1,-1,True,False
ORD-01976,2023-10-16 09:47:03.684736,2023-10-19 09:47:03.684736,10,4,2023-W42,Alimentos,GBA Oeste,Correo Argentino,Entregado,3.41,510.72,827.21,242.58,161.97,3,3,0,True,False
ORD-01977,2023-10-16 13:17:20.608121,2023-10-23 13:17:20.608121,10,4,2023-W42,Farmacia,GBA Norte,PickIt,Entregado,4.13,2600.04,297.73,72.09,11.45,7,7,0,True,False
ORD-01978,2023-10-16 16:47:37.531506,2023-10-20 16:47:37.531506,10,4,2023-W42,Ferretería,GBA Oeste,Rappi Envíos,Entregado,0.37,290.15,1054.35,2849.59,363.38,3,4,1,False,False
ORD-01979,2023-10-16 20:17:54.454890,2023-10-18 20:17:54.454890,10,4,2023-W42,Indumentaria,GBA Norte,Rappi Envíos,Entregado,0.78,1431.79,1010.82,1295.92,70.6,2,2,0,True,False
ORD-01980,2023-10-16 23:48:11.378275,2023-10-21 23:48:11.378275,10,4,2023-W42,Alimentos,Rosario,Andreani,Entregado,0.31,877.32,1255.23,4049.13,143.08,5,5,0,True,False
ORD-01981,2023-10-17 03:18:28.301660,2023-10-20 03:18:28.301660,10,4,2023-W42,Ferretería,CABA,Correo Argentino,Entregado,1.7,4430.48,1466.71,862.77,33.1,3,3,0,True,False
ORD-01982,2023-10-17 06:48:45.225045,2023-10-19 06:48:45.225045,10,4,2023-W42,Ferretería,CABA,Rappi Envíos,Demorado,0.4,2391.01,2482.19,6205.48,103.81,3,2,-1,True,False
ORD-01983,2023-10-17 10:19:02.148429,2023-10-24 10:19:02.148429,10,4,2023-W42,Indumentaria,GBA Norte,PickIt,Demorado,1.73,317.36,1927.15,1113.96,607.24,7,7,0,True,False
ORD-01984,2023-10-17 13:49:19.071814,2023-10-20 13:49:19.071814,10,4,2023-W42,Electrónica,GBA Sur,Andreani,En tránsito,3.95,626.08,234.34,59.33,37.43,3,3,0,True,False
ORD-01985,2023-10-17 17:19:35.995199,2023-10-20 17:19:35.995199,10,4,2023-W42,Indumentaria,Córdoba,Rappi Envíos,Entregado,3.45,1081.48,1824.87,528.95,168.74,3,3,0,True,False
ORD-01986,2023-10-17 20:49:52.918583,2023-10-19 20:49:52.918583,10,4,2023-W42,Alimentos,GBA Oeste,Correo Argentino,Entregado,0.99,625.95,2086.94,2108.02,333.4,3,2,-1,True,False
ORD-01987,2023-10-18 00:20:09.841968,2023-10-21 00:20:09.841968,10,4,2023-W42,Ferretería,Rosario,Andreani,En tránsito,3.36,2719.69,2254.73,671.05,82.9,3,3,0,True,False
ORD-01988,2023-10-18 03:50:26.765353,2023-10-20 03:50:26.765353,10,4,2023-W42,Indumentaria,GBA Oeste,Correo Argentino,Entregado,7.88,1299.77,1146.41,145.48,88.2,2,2,0,True,False
ORD-01989,2023-10-18 07:20:43.688737,2023-10-23 07:20:43.688737,10,4,2023-W42,Electrónica,GBA Oeste,Correo Argentino,Entregado,1.28,903.84,887.02,692.98,98.14,3,5,2,False,False
ORD-01990,2023-10-18 10:51:00.612122,2023-10-19 10:51:00.612122,10,4,2023-W42,Indumentaria,Rosario,Correo Argentino,Entregado,1.2,2924.55,2122.41,1768.68,72.57,1,1,0,True,False
ORD-01991,2023-10-18 14:21:17.535507,2023-10-21 14:21:17.535507,10,4,2023-W42,Farmacia,Rosario,Andreani,Entregado,2.54,337.86,1977.4,778.5,585.27,3,3,0,True,False
ORD-01992,2023-10-18 17:51:34.458891,2023-10-21 17:51:34.458891,10,4,2023-W42,Electrónica,CABA,Rappi Envíos,En tránsito,0.85,840.91,1409.7,1658.47,167.64,3,3,0,True,False
ORD-01993,2023-10-18 21:21:51.382276,2023-10-21 21:21:51.382276,10,4,2023-W42,Alimentos,GBA Oeste,OCA,Entregado,3.16,1405.29,427.02,135.13,30.39,2,3,1,False,False
ORD-01994,2023-10-19 00:52:08.305661,2023-10-22 00:52:08.305661,10,4,2023-W42,Ferretería,Córdoba,Rappi Envíos,En tránsito,5.36,952.11,1681.64,313.74,176.62,3,3,0,True,False
ORD-01995,2023-10-19 04:22:25.229045,2023-10-24 04:22:25.229045,10,4,2023-W42,Indumentaria,Córdoba,Andreani,Entregado,1.84,49.18,304.32,165.39,618.79,3,5,2,False,False
ORD-01996,2023-10-19 07:52:42.152430,2023-10-21 07:52:42.152430,10,4,2023-W42,Electrónica,GBA Norte,OCA,Demorado,3.41,1539.21,385.86,113.16,25.07,2,2,0,True,False
ORD-01997,2023-10-19 11:22:59.075815,2023-10-20 11:22:59.075815,10,4,2023-W42,Farmacia,Rosario,OCA,Entregado,3.17,1812.98,928.18,292.8,51.2,2,1,-1,True,False
ORD-01998,2023-10-19 14:53:15.999199,2023-10-23 14:53:15.999199,10,4,2023-W42,Electrónica,CABA,OCA,Cancelado,0.12,398.4,1022.26,8518.83,256.59,5,4,-1,True,False
ORD-01999,2023-10-19 18:23:32.922584,2023-10-26 18:23:32.922584,10,4,2023-W42,Farmacia,Córdoba,PickIt,Entregado,0.61,123.6,1235.64,2025.64,999.71,5,7,2,False,False
ORD-02000,2023-10-19 21:53:49.845969,2023-10-23 21:53:49.845969,10,4,2023-W42,Alimentos,GBA Sur,Andreani,Devuelto,6.72,556.83,946.99,140.92,170.07,3,4,1,False,True
ORD-02001,2023-10-20 01:24:06.769353,2023-10-26 01:24:06.769353,10,4,2023-W42,Ferretería,CABA,PickIt,Entregado,8.39,894.73,229.4,27.34,25.64,5,6,1,False,False
ORD-02002,2023-10-20 04:54:23.692738,2023-10-23 04:54:23.692738,10,4,2023-W42,Alimentos,CABA,OCA,Entregado,4.55,981.88,519.93,114.27,52.95,3,3,0,True,False
ORD-02003,2023-10-20 08:24:40.616123,2023-10-26 08:24:40.616123,10,4,2023-W42,Indumentaria,Córdoba,PickIt,Entregado,7.62,153.38,420.51,55.19,274.16,5,6,1,False,False
ORD-02004,2023-10-20 11:54:57.539507,2023-10-23 11:54:57.539507,10,4,2023-W42,Electrónica,GBA Sur,PickIt,En tránsito,1.1,1343.75,1163.28,1057.53,86.57,2,3,1,False,False
ORD-02005,2023-10-20 15:25:14.462892,2023-10-24 15:25:14.462892,10,4,2023-W42,Farmacia,GBA Norte,Andreani,Cancelado,0.85,3068.29,648.5,762.94,21.14,7,4,-3,True,False
ORD-02006,2023-10-20 18:55:31.386277,2023-10-23 18:55:31.386277,10,4,2023-W42,Farmacia,Córdoba,Correo Argentino,En tránsito,1.45,2854.94,839.83,579.19,29.42,3,3,0,True,False
ORD-02007,2023-10-20 22:25:48.309661,2023-10-23 22:25:48.309661,10,4,2023-W42,Electrónica,GBA Sur,PickIt,Entregado,0.17,3721.36,1258.18,7401.06,33.81,3,3,0,True,False
ORD-02008,2023-10-21 01:56:05.233046,2023-10-22 01:56:05.233046,10,4,2023-W42,Electrónica,CABA,PickIt,Entregado,4.98,326.04,703.57,141.28,215.79,3,1,-2,True,False
ORD-02009,2023-10-21 05:26:22.156431,2023-10-25 05:26:22.156431,10,4,2023-W42,Indumentaria,GBA Sur,OCA,Entregado,12.44,2641.39,727.93,58.52,27.56,2,4,2,False,False
ORD-02010,2023-10-21 08:56:39.079815,2023-10-27 08:56:39.079815,10,4,2023-W42,Alimentos,CABA,OCA,Entregado,5.21,431.03,2107.89,404.59,489.04,5,6,1,False,False
ORD-02011,2023-10-21 12:26:56.003200,2023-10-23 12:26:56.003200,10,4,2023-W42,Farmacia,Córdoba,OCA,Entregado,2.43,2414.48,1438.0,591.77,59.56,2,2,0,True,False
ORD-02012,2023-10-21 15:57:12.926585,2023-10-23 15:57:12.926585,10,4,2023-W42,Indumentaria,Rosario,Rappi Envíos,En tránsito,1.05,524.61,2163.38,2060.36,412.38,3,2,-1,True,False
ORD-02013,2023-10-21 19:27:29.849969,2023-10-25 19:27:29.849969,10,4,2023-W42,Alimentos,Córdoba,PickIt,Demorado,0.66,1559.35,1359.14,2059.3,87.16,3,4,1,False,False
ORD-02014,2023-10-21 22:57:46.773354,2023-10-22 22:57:46.773354,10,4,2023-W42,Indumentaria,GBA Oeste,OCA,Devuelto,1.36,5090.78,2286.77,1681.45,44.92,3,1,-2,True,True
ORD-02015,2023-10-22 02:28:03.696739,2023-10-24 02:28:03.696739,10,4,2023-W42,Farmacia,GBA Oeste,Andreani,Entregado,3.3,2787.6,748.64,226.86,26.86,2,2,0,True,False
ORD-02016,2023-10-22 05:58:20.620124,2023-10-31 05:58:20.620124,10,4,2023-W42,Electrónica,GBA Oeste,Rappi Envíos,Entregado,1.78,436.04,1599.17,898.41,366.75,5,9,4,False,False
ORD-02017,2023-10-22 09:28:37.543508,2023-10-28 09:28:37.543508,10,4,2023-W42,Electrónica,Córdoba,Correo Argentino,Entregado,8.16,351.12,1332.59,163.31,379.53,7,6,-1,True,False
ORD-02018,2023-10-22 12:58:54.466893,2023-10-24 12:58:54.466893,10,4,2023-W42,Alimentos,GBA Norte,PickIt,Entregado,5.78,2383.54,2308.92,399.47,96.87,3,2,-1,True,False
ORD-02019,2023-10-22 16:29:11.390278,2023-10-27 16:29:11.390278,10,4,2023-W42,Ferretería,Córdoba,PickIt,Entregado,0.32,4102.98,1133.43,3541.97,27.62,5,5,0,True,False
ORD-02020,2023-10-22 19:59:28.313662,2023-10-28 19:59:28.313662,10,4,2023-W42,Alimentos,Rosario,Andreani,Demorado,0.42,1685.47,2158.84,5140.1,128.09,7,6,-1,True,False
ORD-02021,2023-10-22 23:29:45.237047,2023-10-24 23:29:45.237047,10,4,2023-W42,Ferretería,GBA Sur,Correo Argentino,Entregado,3.38,657.75,1475.17,436.44,224.28,3,2,-1,True,False
ORD-02022,2023-10-23 03:00:02.160432,2023-11-02 03:00:02.160432,10,4,2023-W43,Indumentaria,Córdoba,Correo Argentino,Entregado,0.79,1143.52,1815.08,2297.57,158.73,7,10,3,False,False
ORD-02023,2023-10-23 06:30:19.083816,2023-10-27 06:30:19.083816,10,4,2023-W43,Indumentaria,Córdoba,Rappi Envíos,Demorado,4.7,1689.93,2234.2,475.36,132.21,3,4,1,False,False
ORD-02024,2023-10-23 10:00:36.007201,2023-10-29 10:00:36.007201,10,4,2023-W43,Farmacia,CABA,PickIt,Cancelado,2.68,1002.69,2492.73,930.12,248.6,5,6,1,False,False
ORD-02025,2023-10-23 13:30:52.930586,2023-10-25 13:30:52.930586,10,4,2023-W43,Ferretería,CABA,OCA,En tránsito,0.78,436.47,1868.18,2395.1,428.02,1,2,1,False,False
ORD-02026,2023-10-23 17:01:09.853970,2023-10-25 17:01:09.853970,10,4,2023-W43,Farmacia,CABA,Andreani,Entregado,1.95,3177.15,889.13,455.96,27.99,5,2,-3,True,False
ORD-02027,2023-10-23 20:31:26.777355,2023-10-28 20:31:26.777355,10,4,2023-W43,Electrónica,Córdoba,Andreani,Entregado,1.56,7174.48,852.68,546.59,11.88,5,5,0,True,False
ORD-02028,2023-10-24 00:01:43.700740,2023-10-25 00:01:43.700740,10,4,2023-W43,Ferretería,GBA Norte,Andreani,Entregado,6.19,4566.74,876.39,141.58,19.19,3,1,-2,True,False
ORD-02029,2023-10-24 03:32:00.624124,2023-10-25 03:32:00.624124,10,4,2023-W43,Alimentos,GBA Sur,Andreani,Devuelto,0.1,125.07,380.08,3800.8,303.89,3,1,-2,True,True
ORD-02030,2023-10-24 07:02:17.547509,2023-10-30 07:02:17.547509,10,4,2023-W43,Electrónica,GBA Sur,OCA,Entregado,6.79,3484.16,275.96,40.64,7.92,5,6,1,False,False
ORD-02031,2023-10-24 10:32:34.470894,2023-10-30 10:32:34.470894,10,4,2023-W43,Electrónica,Rosario,OCA,Devuelto,3.17,1955.11,1514.98,477.91,77.49,5,6,1,False,True
ORD-02032,2023-10-24 14:02:51.394278,2023-10-28 14:02:51.394278,10,4,2023-W43,Alimentos,GBA Norte,Rappi Envíos,Devuelto,4.01,568.34,2054.88,512.44,361.56,2,4,2,False,True
ORD-02033,2023-10-24 17:33:08.317663,2023-10-30 17:33:08.317663,10,4,2023-W43,Electrónica,GBA Norte,PickIt,En tránsito,0.1,154.13,234.92,2349.2,152.42,5,6,1,False,False
ORD-02034,2023-10-24 21:03:25.241048,2023-10-25 21:03:25.241048,10,4,2023-W43,Ferretería,GBA Sur,OCA,Entregado,2.97,978.84,1481.59,498.85,151.36,2,1,-1,True,False
ORD-02035,2023-10-25 00:33:42.164432,2023-10-29 00:33:42.164432,10,4,2023-W43,Farmacia,GBA Oeste,Rappi Envíos,Entregado,2.66,1577.63,1023.64,384.83,64.88,5,4,-1,True,False
ORD-02036,2023-10-25 04:03:59.087817,2023-10-26 04:03:59.087817,10,4,2023-W43,Electrónica,CABA,Correo Argentino,En tránsito,2.31,362.54,2247.34,972.87,619.89,2,1,-1,True,False
ORD-02037,2023-10-25 07:34:16.011202,2023-10-26 07:34:16.011202,10,4,2023-W43,Ferretería,CABA,PickIt,Demorado,4.62,3760.31,491.66,106.42,13.07,1,1,0,True,False
ORD-02038,2023-10-25 11:04:32.934586,2023-10-26 11:04:32.934586,10,4,2023-W43,Indumentaria,GBA Sur,OCA,Devuelto,2.43,3670.27,1474.07,606.61,40.16,2,1,-1,True,True
ORD-02039,2023-10-25 14:34:49.857971,2023-10-29 14:34:49.857971,10,4,2023-W43,Ferretería,GBA Norte,Correo Argentino,Entregado,5.84,1750.95,2431.66,416.38,138.88,3,4,1,False,False
ORD-02040,2023-10-25 18:05:06.781356,2023-11-01 18:05:06.781356,10,4,2023-W43,Farmacia,Rosario,Rappi Envíos,En tránsito,0.79,277.88,960.83,1216.24,345.77,5,7,2,False,False
ORD-02041,2023-10-25 21:35:23.704740,2023-10-27 21:35:23.704740,10,4,2023-W43,Ferretería,GBA Oeste,OCA,Entregado,4.92,843.81,1893.18,384.79,224.36,2,2,0,True,False
ORD-02042,2023-10-26 01:05:40.628125,2023-10-30 01:05:40.628125,10,4,2023-W43,Alimentos,GBA Sur,OCA,Entregado,0.59,2261.29,2223.76,3769.08,98.34,5,4,-1,True,False
ORD-02043,2023-10-26 04:35:57.551510,2023-11-03 04:35:57.551510,10,4,2023-W43,Farmacia,CABA,Correo Argentino,Entregado,5.03,2116.97,587.59,116.82,27.76,7,8,1,False,False
ORD-02044,2023-10-26 08:06:14.474894,2023-10-30 08:06:14.474894,10,4,2023-W43,Indumentaria,Córdoba,OCA,Entregado,8.46,545.1,2482.44,293.43,455.41,5,4,-1,True,False
ORD-02045,2023-10-26 11:36:31.398279,2023-10-31 11:36:31.398279,10,4,2023-W43,Alimentos,GBA Norte,Andreani,Entregado,1.23,631.19,2052.06,1668.34,325.11,3,5,2,False,False
ORD-02046,2023-10-26 15:06:48.321664,2023-10-31 15:06:48.321664,10,4,2023-W43,Ferretería,Córdoba,OCA,Entregado,2.26,531.22,473.28,209.42,89.09,3,5,2,False,False
ORD-02047,2023-10-26 18:37:05.245049,2023-10-28 18:37:05.245049,10,4,2023-W43,Farmacia,Rosario,PickIt,Entregado,3.22,826.43,880.58,273.47,106.55,1,2,1,False,False
ORD-02048,2023-10-26 22:07:22.168433,2023-10-31 22:07:22.168433,10,4,2023-W43,Indumentaria,GBA Sur,Correo Argentino,Entregado,0.25,674.05,1618.68,6474.72,240.14,2,5,3,False,False
ORD-02049,2023-10-27 01:37:39.091818,2023-11-01 01:37:39.091818,10,4,2023-W43,Alimentos,CABA,PickIt,Entregado,2.04,561.76,2229.56,1092.92,396.89,5,5,0,True,False
ORD-02050,2023-10-27 05:07:56.015203,2023-10-29 05:07:56.015203,10,4,2023-W43,Indumentaria,GBA Oeste,Rappi Envíos,Entregado,1.34,955.64,607.86,453.63,63.61,1,2,1,False,False
ORD-02051,2023-10-27 08:38:12.938587,2023-11-04 08:38:12.938587,10,4,2023-W43,Ferretería,Córdoba,PickIt,Devuelto,6.18,1141.38,1868.33,302.32,163.69,7,8,1,False,True
ORD-02052,2023-10-27 12:08:29.861972,2023-10-29 12:08:29.861972,10,4,2023-W43,Indumentaria,GBA Oeste,Andreani,Demorado,6.28,3252.09,786.02,125.16,24.17,2,2,0,True,False
ORD-02053,2023-10-27 15:38:46.785357,2023-10-30 15:38:46.785357,10,4,2023-W43,Electrónica,Rosario,Andreani,En tránsito,3.62,184.7,2042.73,564.29,1105.97,2,3,1,False,False
ORD-02054,2023-10-27 19:09:03.708741,2023-10-28 19:09:03.708741,10,4,2023-W43,Alimentos,CABA,PickIt,Entregado,3.2,3711.77,1756.09,548.78,47.31,2,1,-1,True,False
ORD-02055,2023-10-27 22:39:20.632126,2023-11-02 22:39:20.632126,10,4,2023-W43,Indumentaria,Córdoba,Rappi Envíos,Entregado,3.97,519.41,1378.84,347.31,265.46,5,6,1,False,False
ORD-02056,2023-10-28 02:09:37.555511,2023-11-01 02:09:37.555511,10,4,2023-W43,Ferretería,Rosario,OCA,En tránsito,1.37,7048.05,1677.19,1224.23,23.8,3,4,1,False,False
ORD-02057,2023-10-28 05:39:54.478895,2023-10-29 05:39:54.478895,10,4,2023-W43,Ferretería,GBA Oeste,Andreani,Entregado,1.56,2149.94,2209.65,1416.44,102.78,2,1,-1,True,False
ORD-02058,2023-10-28 09:10:11.402280,2023-11-01 09:10:11.402280,10,4,2023-W43,Indumentaria,GBA Oeste,PickIt,Entregado,2.42,1895.69,1058.1,437.23,55.82,3,4,1,False,False
